Pigmento Blanco (TiO2),Extender (CaCO3),Ligante (Resina Acrílica),Coalescente,Dispersante,Aditivo Antimicrobiano,Otros Aditivos,Agua,Tipo de Pintura,Proveedor Pigmento Blanco,Estado Final,Resistencia al Fregado (Ciclos),Viscosidad Final (KU),Poder Cubriente (m²/L),Brillo (60°),Estabilidad (meses),L,a,b
395.47,104.55,366.4,12.54,4.08,2.92,14.16,276.65,Satinado,Proveedor A,Éxito,1675.0,91.0,19.51,24.0,25.2,92.76,3.06,-2.38
329.22,120.92,455.25,7.39,6.83,0.22,20.54,256.27,Satinado,Proveedor B,Falla - Baja Estabilidad,1445.0,91.1,17.94,19.0,5.7,89.55,-2.99,-0.9
521.27,242.8,448.7,8.14,4.27,1.73,3.55,36.55,Mate,Proveedor C,Falla - Viscosidad Alta,1490.0,117.7,17.75,22.0,21.4,94.46,4.08,-0.25
231.79,244.28,514.22,13.58,4.64,1.04,11.23,79.59,Mate,Proveedor B,Falla - Bajo Poder Cubriente,1643.0,93.9,7.82,14.0,24.0,94.59,4.85,-1.43
335.45,153.4,454.47,5.61,3.62,0.64,2.65,170.29,Brillante,Proveedor B,Éxito,1504.0,91.8,15.05,18.0,22.7,87.0,-0.93,-2.87
499.42,200.6,502.79,12.91,8.5,2.31,7.35,116.03,Brillante,Proveedor C,Éxito,1744.0,92.6,19.77,69.0,27.1,93.66,-1.42,1.16
490.05,109.06,372.98,15.13,5.24,2.76,14.78,32.35,Mate,Proveedor C,Falla - Viscosidad Alta,1483.0,108.5,16.22,14.0,27.1,95.72,4.78,0.74
461.72,168.43,415.88,11.05,3.19,1.65,3.99,57.09,Satinado,Proveedor C,Falla - Viscosidad Alta,1622.0,117.2,17.97,43.0,20.8,94.15,4.27,2.48
484.62,234.59,429.28,18.97,2.72,1.04,13.69,152.64,Satinado,Proveedor C,Éxito,1432.0,92.3,20.18,43.0,21.5,94.04,1.87,-4.85
319.12,158.53,358.85,10.04,6.42,2.75,5.72,76.56,Mate,Proveedor B,Éxito,1590.0,92.7,18.73,27.0,29.1,94.46,3.23,-0.27
405.38,189.08,472.7,5.04,1.55,0.87,6.86,146.21,Brillante,Proveedor C,Éxito,1768.0,92.4,20.24,10.0,16.7,96.16,0.34,-4.39
455.35,225.89,539.34,13.51,3.22,2.5,13.7,107.02,Mate,Proveedor B,Éxito,1588.0,93.5,21.96,15.0,17.8,95.92,-4.95,-1.15
380.61,232.64,306.51,12.05,8.61,2.39,1.51,278.82,Satinado,Proveedor A,Éxito,1373.0,90.9,20.16,19.0,28.2,91.28,0.73,-3.52
356.6,115.29,338.63,14.66,4.32,2.42,9.07,288.32,Satinado,Proveedor C,Éxito,1424.0,90.9,18.23,17.0,22.6,93.14,-2.53,4.17
530.26,157.17,312.96,11.09,9.68,2.93,10.2,33.88,Brillante,Proveedor C,Falla - Viscosidad Alta,1513.0,115.6,18.68,78.0,23.0,96.84,2.58,-1.08
401.22,272.56,114.64,16.59,6.59,2.28,2.76,228.27,Satinado,Proveedor B,Falla - Baja Adhesión,587.0,91.3,16.74,20.0,22.0,93.59,-2.73,0.89
435.42,184.14,310.7,9.2,3.36,0.7,9.21,134.54,Mate,Proveedor A,Éxito,1323.0,92.0,19.77,17.0,15.4,85.1,-3.0,4.2
326.23,144.74,245.77,11.17,8.59,0.13,14.73,186.54,Brillante,Proveedor A,Falla - Baja Estabilidad,1397.0,91.0,15.07,35.0,10.3,85.02,-1.69,-0.79
399.04,192.82,514.64,6.64,0.51,2.96,1.61,95.45,Mate,Proveedor B,Éxito,1792.0,94.0,19.08,5.0,19.1,95.73,-1.04,2.87
369.61,235.9,366.64,17.17,1.91,2.53,7.75,245.12,Satinado,Proveedor B,Éxito,1337.0,91.3,19.43,35.0,23.0,86.72,-2.63,1.71
487.24,187.96,449.88,13.9,6.71,2.13,11.15,213.55,Satinado,Proveedor A,Éxito,1622.0,91.5,19.53,29.0,20.7,92.07,-3.95,1.02
383.35,160.84,282.66,14.17,5.54,1.23,10.14,212.44,Satinado,Proveedor C,Éxito,1337.0,91.1,16.59,39.0,25.7,89.67,3.63,3.11
338.54,333.19,57.53,10.5,8.68,1.85,9.96,216.66,Mate,Proveedor A,Falla - Baja Adhesión,320.0,91.6,19.49,23.0,23.0,95.98,3.91,4.21
484.95,236.09,456.79,5.28,7.42,0.72,2.81,165.78,Mate,Proveedor A,Éxito,1596.0,92.0,21.15,26.0,21.9,89.96,-4.38,3.49
343.13,178.02,236.44,11.23,7.29,1.63,3.27,165.97,Mate,Proveedor A,Éxito,1496.0,91.2,19.54,27.0,24.6,85.8,-0.88,2.22
364.43,121.28,228.65,19.15,5.59,1.51,4.64,155.58,Satinado,Proveedor B,Éxito,1520.0,91.2,18.18,43.0,21.8,95.75,-1.59,2.64
399.55,240.95,224.84,17.86,6.66,0.28,1.61,90.34,Brillante,Proveedor C,Éxito,1444.0,92.1,17.91,37.0,20.4,96.21,2.75,-2.73
396.1,139.61,560.82,9.16,7.47,1.74,9.12,276.19,Mate,Proveedor A,Éxito,1685.0,91.3,18.23,8.0,22.1,89.63,0.82,0.2
494.74,246.47,334.25,13.66,7.69,1.88,14.01,159.36,Brillante,Proveedor B,Éxito,1385.0,91.7,20.44,77.0,21.3,95.98,-2.4,-2.98
400.94,199.07,391.65,8.53,7.79,2.23,12.97,216.43,Brillante,Proveedor C,Éxito,1512.0,91.3,16.15,62.0,26.6,93.9,-3.64,0.4
401.58,240.76,443.8,9.88,0.94,1.67,11.44,255.54,Brillante,Proveedor B,Éxito,1608.0,91.4,18.0,79.0,24.4,91.53,1.77,-1.96
359.22,240.48,478.66,19.2,5.89,0.22,7.4,88.56,Satinado,Proveedor C,Éxito,1655.0,93.2,19.04,16.0,15.2,91.18,-1.49,-0.39
364.23,246.92,305.52,15.13,0.87,0.56,11.46,252.39,Satinado,Proveedor B,Éxito,1432.0,91.2,18.72,17.0,15.4,85.75,2.43,-4.78
365.45,206.82,295.58,9.09,6.7,2.43,12.3,295.01,Satinado,Proveedor A,Éxito,1265.0,90.9,15.43,15.0,27.1,85.81,-2.47,-1.37
412.61,186.78,567.31,8.91,4.72,1.55,7.73,254.2,Mate,Proveedor C,Éxito,1712.0,91.5,17.56,26.0,24.6,94.84,1.45,0.42
420.09,215.21,446.21,17.21,6.4,1.38,9.57,288.79,Mate,Proveedor B,Éxito,1502.0,91.2,19.46,12.0,26.6,85.88,-2.51,3.14
357.01,121.73,369.49,16.76,9.94,1.56,3.16,142.77,Brillante,Proveedor B,Éxito,1460.0,91.5,19.98,54.0,27.9,96.08,2.67,0.42
332.84,140.47,557.49,18.35,2.39,1.91,14.12,99.18,Satinado,Proveedor B,Éxito,1581.0,93.5,17.93,37.0,24.8,89.43,2.36,2.17
560.48,229.19,587.63,5.8,2.86,1.19,11.18,28.05,Satinado,Proveedor B,Falla - Viscosidad Alta,1703.0,108.0,18.7,36.0,23.1,89.16,0.27,-0.92
339.12,241.16,204.54,11.23,1.79,1.8,7.42,137.27,Satinado,Proveedor C,Éxito,1399.0,91.7,17.65,30.0,18.5,90.94,2.91,3.39
346.64,119.31,554.63,19.73,5.37,0.27,6.27,168.98,Satinado,Proveedor C,Éxito,1842.0,92.0,18.4,29.0,22.7,86.52,0.82,1.27
348.03,116.69,422.03,6.24,9.41,2.61,6.07,246.82,Satinado,Proveedor A,Éxito,1560.0,91.1,17.53,34.0,21.7,94.54,0.58,2.59
399.73,136.18,437.07,14.7,3.01,0.52,10.03,270.06,Mate,Proveedor B,Éxito,1569.0,91.2,20.15,13.0,21.7,93.96,-2.71,0.62
447.28,247.75,270.09,5.41,6.57,0.17,2.65,73.28,Mate,Proveedor B,Éxito,1385.0,92.8,17.13,13.0,24.1,96.99,-0.01,0.85
430.66,185.35,419.27,19.17,5.19,1.45,10.52,205.62,Satinado,Proveedor C,Éxito,1402.0,91.5,19.08,46.0,22.6,91.51,4.58,-4.31
474.67,228.11,361.47,17.35,5.86,1.13,13.22,221.56,Satinado,Proveedor A,Éxito,1610.0,91.4,22.01,39.0,19.5,92.26,3.61,-4.55
323.52,124.09,305.86,11.42,7.23,2.81,9.43,284.09,Mate,Proveedor B,Éxito,1400.0,90.8,14.48,24.0,26.7,94.19,3.02,-4.51
451.33,190.17,322.0,11.64,8.28,0.21,9.11,136.07,Brillante,Proveedor C,Éxito,1385.0,91.7,17.43,56.0,21.2,89.0,-4.52,4.8
235.41,259.67,558.3,9.12,6.2,1.86,14.21,285.83,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1729.0,91.3,3.16,26.0,21.3,85.66,1.85,4.51
422.43,182.37,310.6,5.49,8.9,0.03,13.13,274.34,Satinado,Proveedor A,Falla - Baja Estabilidad,1452.0,90.9,18.38,37.0,1.8,85.74,-2.98,3.92
415.31,196.68,409.54,17.13,4.89,1.01,7.19,274.31,Satinado,Proveedor B,Éxito,1594.0,91.2,17.27,48.0,24.1,87.04,-1.84,2.64
337.32,240.56,252.68,7.74,4.31,1.65,11.89,110.26,Brillante,Proveedor A,Éxito,1197.0,92.0,17.6,13.0,18.6,94.07,4.09,-2.09
383.14,133.43,545.35,18.63,5.09,2.03,9.41,134.4,Satinado,Proveedor A,Éxito,1722.0,92.4,17.86,45.0,19.5,86.25,-2.36,-3.36
466.71,165.85,450.57,17.51,3.79,0.55,8.66,119.13,Mate,Proveedor C,Éxito,1760.0,92.7,20.53,28.0,20.7,92.53,0.52,3.05
306.55,121.5,574.36,17.12,6.42,0.62,8.58,105.67,Mate,Proveedor B,Éxito,1853.0,92.8,15.16,29.0,21.3,97.2,0.5,3.85
322.51,111.07,540.97,16.0,5.75,2.09,6.93,271.26,Mate,Proveedor B,Éxito,1614.0,91.2,19.4,27.0,18.4,93.18,0.93,-2.66
300.66,187.08,499.77,17.88,8.23,0.24,7.96,50.63,Mate,Proveedor A,Éxito,1610.0,94.0,14.83,9.0,25.6,86.33,1.32,-0.99
300.2,223.9,269.7,11.65,0.92,2.28,14.79,168.44,Brillante,Proveedor A,Éxito,1242.0,91.5,17.57,50.0,21.9,90.65,0.33,-2.98
365.39,361.64,115.92,10.92,1.72,2.27,2.95,203.06,Satinado,Proveedor A,Falla - Baja Adhesión,570.0,91.5,19.39,31.0,24.0,90.7,1.33,3.38
551.77,179.32,532.29,5.21,9.56,1.69,11.32,36.05,Mate,Proveedor A,Falla - Viscosidad Alta,1692.0,108.1,19.59,26.0,23.3,88.9,2.89,-2.73
306.02,188.86,475.45,9.61,5.16,0.76,2.02,172.03,Brillante,Proveedor C,Éxito,1632.0,91.8,14.6,65.0,17.1,86.06,-0.04,-4.55
112.63,214.01,586.26,15.79,6.62,2.03,8.64,99.12,Satinado,Proveedor C,Falla - Bajo Poder Cubriente,1788.0,93.3,6.58,28.0,27.3,96.7,-4.58,-4.77
454.72,193.55,362.35,13.61,2.49,2.2,8.94,213.12,Mate,Proveedor A,Éxito,1379.0,91.5,17.51,8.0,24.0,94.79,0.43,-3.28
312.3,167.28,584.44,5.27,5.17,1.53,3.43,140.15,Mate,Proveedor A,Éxito,1793.0,92.4,17.61,10.0,20.0,91.05,-1.63,0.61
416.76,293.01,177.54,18.35,5.11,0.12,1.04,194.79,Brillante,Proveedor C,Falla - Baja Adhesión,507.0,91.4,16.51,34.0,14.9,92.97,-2.53,1.11
445.7,186.51,349.07,18.94,4.18,0.95,12.68,174.88,Mate,Proveedor C,Éxito,1372.0,91.6,19.78,27.0,16.8,95.21,0.96,0.95
400.86,118.96,528.41,11.03,2.37,0.51,11.32,56.4,Mate,Proveedor B,Éxito,1796.0,95.6,17.09,11.0,20.2,92.24,-2.0,-1.62
478.79,106.34,347.77,11.35,6.09,1.68,12.81,90.02,Satinado,Proveedor A,Éxito,1561.0,92.5,19.12,16.0,21.7,89.75,1.26,-1.51
448.61,134.74,520.05,14.23,3.17,1.98,9.45,247.82,Satinado,Proveedor C,Éxito,1773.0,91.5,17.53,24.0,20.1,95.0,0.08,-0.54
321.19,124.47,531.66,18.21,0.69,2.36,5.33,198.22,Satinado,Proveedor B,Éxito,1829.0,91.8,16.71,42.0,21.7,91.44,-0.09,-4.13
320.05,124.1,330.55,19.29,1.1,1.34,14.3,239.44,Mate,Proveedor C,Éxito,1376.0,91.1,17.68,12.0,21.1,93.48,-4.53,4.37
333.19,119.83,350.7,5.47,4.42,2.63,8.36,191.83,Brillante,Proveedor B,Éxito,1672.0,91.3,18.77,25.0,22.7,89.94,-4.94,-1.6
390.68,386.24,85.3,11.66,1.4,0.8,9.58,284.8,Mate,Proveedor B,Falla - Baja Adhesión,665.0,91.3,18.83,23.0,20.5,88.71,-2.01,0.92
365.2,208.65,322.65,10.35,5.64,1.96,7.11,83.7,Brillante,Proveedor B,Éxito,1407.0,92.7,19.92,79.0,18.2,87.46,-4.98,3.35
495.75,149.99,397.26,6.11,4.82,1.56,13.18,248.45,Brillante,Proveedor C,Éxito,1705.0,91.3,17.92,62.0,18.7,89.09,-2.85,-1.59
310.21,137.2,411.76,13.63,5.18,2.16,2.33,116.59,Mate,Proveedor C,Éxito,1509.0,92.2,17.98,20.0,25.2,97.69,-4.26,3.66
494.72,180.69,352.29,17.96,8.94,1.74,3.79,275.2,Mate,Proveedor A,Éxito,1438.0,91.0,20.04,17.0,19.9,94.17,4.53,-1.3
303.06,190.75,292.27,11.92,8.45,0.22,10.76,201.26,Satinado,Proveedor C,Éxito,1302.0,91.1,18.95,39.0,24.7,97.23,1.12,-0.96
422.44,185.98,283.35,14.99,8.98,0.89,5.72,126.11,Brillante,Proveedor B,Éxito,1489.0,91.6,18.65,30.0,23.7,90.29,0.39,2.53
477.78,215.98,358.03,16.48,2.39,1.34,8.68,124.63,Satinado,Proveedor A,Éxito,1573.0,92.5,19.11,34.0,19.1,95.03,2.71,-0.51
353.63,208.85,421.62,18.52,2.3,2.52,2.46,293.83,Brillante,Proveedor C,Éxito,1397.0,91.1,18.41,32.0,23.1,93.0,-2.73,2.34
331.39,198.27,491.31,15.53,2.04,1.01,8.48,62.0,Satinado,Proveedor C,Éxito,1621.0,95.1,18.15,35.0,18.7,92.55,0.31,0.38
410.12,260.64,199.91,16.95,4.28,0.66,7.13,100.21,Mate,Proveedor A,Falla - Baja Adhesión,369.0,93.0,20.87,26.0,24.5,95.15,-4.9,-2.44
372.6,238.55,428.19,11.33,6.29,1.62,9.59,229.8,Mate,Proveedor A,Éxito,1557.0,91.4,19.25,24.0,20.3,96.88,4.74,-2.7
349.07,138.64,523.11,9.26,0.93,2.97,2.86,217.17,Brillante,Proveedor B,Éxito,1611.0,91.7,18.55,23.0,26.4,94.71,-2.72,-4.29
317.34,138.38,442.74,12.56,3.5,2.08,4.62,162.41,Brillante,Proveedor A,Éxito,1525.0,91.8,17.4,45.0,24.7,88.7,0.36,-0.09
335.25,229.86,338.05,13.14,4.88,2.31,12.0,210.31,Satinado,Proveedor A,Éxito,1589.0,91.3,16.94,43.0,19.9,86.02,4.37,-4.26
356.84,162.88,290.79,18.81,9.03,1.72,4.93,204.58,Satinado,Proveedor B,Éxito,1291.0,91.1,17.38,40.0,25.9,94.08,-3.42,-0.39
490.23,159.4,253.38,12.49,9.6,1.63,8.24,164.74,Mate,Proveedor A,Éxito,1391.0,91.3,22.66,28.0,22.3,86.82,-3.63,-3.6
471.53,313.35,123.57,17.54,1.55,2.7,12.97,125.24,Satinado,Proveedor A,Falla - Baja Adhesión,809.0,91.9,21.7,33.0,20.0,94.69,-2.65,-0.54
161.07,363.04,450.44,9.39,1.17,1.87,10.89,66.22,Mate,Proveedor A,Falla - Bajo Poder Cubriente,1757.0,94.5,6.85,8.0,23.6,96.88,1.33,-2.97
443.37,115.71,330.18,11.72,4.65,1.45,4.76,233.27,Brillante,Proveedor A,Éxito,1514.0,91.1,18.91,60.0,24.9,95.71,-2.31,-0.28
327.02,141.25,324.23,10.96,3.84,0.17,24.46,234.87,Mate,Proveedor C,Falla - Baja Estabilidad,1475.0,91.1,19.45,19.0,8.6,97.86,0.84,-2.68
439.31,242.97,336.82,7.83,3.64,0.98,14.06,62.24,Satinado,Proveedor C,Éxito,1385.0,94.1,18.82,23.0,18.7,93.53,0.88,-4.98
309.42,128.39,571.27,11.45,9.12,2.05,9.62,202.05,Mate,Proveedor C,Éxito,1638.0,91.6,18.85,26.0,25.4,93.7,1.63,-2.93
440.56,111.58,253.89,11.65,4.59,1.17,2.0,189.36,Mate,Proveedor B,Éxito,1414.0,91.2,19.54,13.0,20.6,90.07,-3.82,3.46
317.13,120.38,522.91,8.87,8.09,1.03,5.43,255.25,Mate,Proveedor B,Éxito,1699.0,91.2,17.77,27.0,24.6,85.05,-4.66,3.38
391.36,204.62,419.59,11.74,4.04,2.23,4.92,59.43,Mate,Proveedor C,Éxito,1604.0,94.4,18.57,17.0,24.5,96.65,-1.83,1.5
340.18,236.62,207.98,9.37,8.46,0.71,12.65,151.1,Satinado,Proveedor C,Éxito,1339.0,91.3,15.51,34.0,17.2,93.41,1.16,0.14
486.61,174.21,491.93,15.32,1.67,1.58,12.25,126.01,Mate,Proveedor B,Éxito,1680.0,92.9,21.04,16.0,23.5,97.54,4.5,-1.69
380.8,145.81,273.54,19.46,9.11,2.46,13.27,240.93,Brillante,Proveedor C,Éxito,1377.0,90.9,18.39,51.0,29.6,94.66,-3.39,-4.47
376.79,221.64,207.11,16.96,2.54,0.99,10.26,167.28,Mate,Proveedor A,Éxito,1361.0,91.4,17.38,12.0,16.4,90.57,-2.99,3.27
376.08,234.6,325.43,9.61,4.5,1.65,14.93,268.61,Brillante,Proveedor A,Éxito,1457.0,91.1,15.95,70.0,20.1,90.35,-0.03,-3.05
440.85,241.86,535.74,18.37,2.71,2.89,6.93,149.94,Brillante,Proveedor C,Éxito,1631.0,92.6,17.99,74.0,21.8,95.1,2.66,3.04
354.49,306.81,116.1,9.39,8.57,2.69,4.89,174.73,Mate,Proveedor A,Falla - Baja Adhesión,917.0,91.6,16.74,20.0,30.2,89.51,-4.97,-0.04
324.53,365.97,67.71,6.29,8.96,0.98,10.28,181.32,Satinado,Proveedor C,Falla - Baja Adhesión,527.0,91.7,14.83,20.0,25.5,95.17,4.45,-2.6
325.57,237.19,423.88,17.93,9.65,2.14,10.77,224.25,Mate,Proveedor C,Éxito,1692.0,91.3,18.08,24.0,23.9,91.06,-0.96,1.83
454.53,179.82,288.85,6.68,2.88,1.64,6.58,240.56,Mate,Proveedor B,Éxito,1407.0,91.1,21.46,20.0,18.5,97.85,-2.32,-4.92
483.7,242.53,456.54,7.66,2.66,0.57,2.31,72.32,Brillante,Proveedor A,Éxito,1626.0,94.6,20.0,16.0,20.7,88.58,4.44,-4.13
426.38,221.13,276.78,5.23,7.64,0.54,14.32,199.65,Satinado,Proveedor A,Éxito,1237.0,91.2,21.11,49.0,19.0,85.06,0.1,1.04
390.42,185.58,207.6,19.37,7.32,2.87,14.74,67.45,Mate,Proveedor C,Éxito,1369.0,92.3,18.12,7.0,25.4,95.59,-3.8,-3.68
450.84,107.31,322.21,13.28,6.1,1.58,13.33,196.24,Brillante,Proveedor A,Éxito,1537.0,91.3,17.67,58.0,22.7,85.5,2.76,-3.64
377.44,149.68,205.03,9.18,1.39,2.49,4.03,214.52,Mate,Proveedor C,Éxito,1335.0,91.0,19.07,9.0,27.1,92.56,-1.23,2.33
396.8,100.02,387.29,19.09,3.87,0.26,10.27,170.9,Satinado,Proveedor A,Éxito,1431.0,91.6,20.22,40.0,14.2,88.2,3.27,1.89
178.44,230.51,365.18,12.93,3.59,0.49,14.48,153.1,Satinado,Proveedor A,Falla - Bajo Poder Cubriente,1384.0,91.7,1.5,47.0,15.6,92.59,-0.33,-1.19
419.54,226.44,459.26,5.26,6.16,1.99,8.31,201.75,Mate,Proveedor B,Éxito,1439.0,91.6,20.74,8.0,19.0,85.47,-3.26,-4.01
531.25,200.47,420.26,14.98,2.98,2.74,5.02,38.78,Brillante,Proveedor C,Falla - Viscosidad Alta,1497.0,111.8,21.86,65.0,27.6,87.21,4.57,-0.21
331.83,224.54,326.29,13.27,8.16,2.63,14.3,167.34,Brillante,Proveedor A,Éxito,1496.0,91.4,14.98,44.0,27.0,91.88,2.9,0.66
456.77,126.4,359.91,17.58,2.32,2.05,5.66,59.22,Satinado,Proveedor A,Éxito,1501.0,94.4,18.29,34.0,23.3,97.64,3.21,-0.11
430.91,218.85,446.21,15.42,4.82,1.88,14.09,188.57,Brillante,Proveedor B,Éxito,1561.0,91.8,17.78,40.0,20.0,87.67,-1.42,2.51
303.72,104.19,202.1,9.24,9.6,1.35,3.66,155.38,Satinado,Proveedor B,Éxito,1333.0,90.9,17.66,28.0,22.4,90.31,0.33,-4.83
344.2,191.82,321.79,6.15,2.74,1.6,5.19,283.7,Brillante,Proveedor B,Éxito,1354.0,91.0,16.74,27.0,25.6,93.91,0.87,0.35
448.28,156.6,344.07,18.98,1.1,1.05,1.12,73.89,Brillante,Proveedor A,Éxito,1469.0,93.9,19.3,41.0,15.3,93.87,4.04,0.92
387.55,240.61,557.63,16.1,8.48,0.25,9.45,249.62,Mate,Proveedor C,Éxito,1670.0,91.5,19.49,29.0,16.0,96.58,4.88,0.61
500.76,236.94,457.26,15.59,8.89,0.9,5.96,29.43,Brillante,Proveedor C,Falla - Viscosidad Alta,1699.0,117.4,22.85,69.0,21.6,92.86,2.42,-0.67
382.06,314.72,90.38,18.99,2.3,1.88,5.06,177.11,Satinado,Proveedor A,Falla - Baja Adhesión,422.0,91.5,15.87,37.0,19.6,89.73,-1.03,-4.7
444.49,148.1,506.85,14.07,5.68,2.11,12.87,137.01,Brillante,Proveedor C,Éxito,1548.0,92.3,19.63,18.0,24.4,93.13,3.1,-1.32
450.0,168.18,584.12,13.31,1.61,1.55,6.78,260.24,Brillante,Proveedor A,Éxito,1666.0,91.6,17.26,23.0,20.3,90.0,-2.81,0.24
394.18,261.55,175.95,16.69,6.12,0.38,11.3,220.73,Mate,Proveedor C,Falla - Baja Adhesión,590.0,91.0,17.56,9.0,14.7,85.52,3.78,0.5
315.67,113.12,589.27,9.42,3.06,1.77,7.08,228.85,Mate,Proveedor B,Éxito,1850.0,91.6,17.72,13.0,26.1,92.98,-3.58,-4.72
364.57,139.86,271.17,9.9,4.62,2.33,1.56,171.62,Brillante,Proveedor B,Éxito,1576.0,91.3,15.97,47.0,26.5,87.59,-2.94,-4.55
449.53,245.04,401.15,19.66,3.36,1.4,4.23,76.77,Mate,Proveedor C,Éxito,1662.0,93.9,20.27,26.0,25.8,90.53,-0.64,1.38
430.08,114.82,202.96,10.49,5.13,1.76,2.82,275.2,Satinado,Proveedor C,Éxito,1324.0,90.7,21.03,17.0,21.9,85.14,1.44,1.27
353.55,192.7,488.1,18.44,2.12,2.81,3.75,224.97,Mate,Proveedor A,Éxito,1544.0,91.6,18.15,14.0,23.7,94.43,0.78,-4.84
449.11,236.32,506.05,8.23,5.34,0.28,13.46,186.16,Satinado,Proveedor C,Éxito,1710.0,91.9,20.98,33.0,20.2,87.56,-4.63,-2.97
401.18,228.26,566.65,15.64,9.19,0.63,3.75,138.39,Mate,Proveedor A,Éxito,1631.0,92.3,19.21,24.0,26.2,85.31,1.3,4.08
335.13,155.81,256.98,5.0,2.2,1.39,6.65,74.56,Mate,Proveedor C,Éxito,1250.0,92.8,19.06,9.0,21.7,93.17,0.97,4.8
348.26,132.06,203.78,8.38,4.0,0.97,11.73,262.11,Mate,Proveedor C,Éxito,1493.0,90.7,17.84,15.0,16.8,88.55,3.63,-0.88
455.58,187.25,285.45,19.76,4.6,2.49,10.54,201.42,Mate,Proveedor A,Éxito,1406.0,91.3,21.6,15.0,23.0,94.97,3.9,0.89
476.09,375.9,78.89,18.47,0.81,0.87,2.28,251.97,Brillante,Proveedor C,Falla - Baja Adhesión,675.0,91.1,20.09,58.0,22.4,91.83,3.95,1.98
313.01,235.18,444.05,8.32,7.39,1.27,6.72,116.29,Satinado,Proveedor C,Éxito,1407.0,92.3,18.71,46.0,22.7,87.66,-2.17,0.84
403.29,163.54,415.92,9.77,6.63,2.33,4.51,83.18,Mate,Proveedor A,Éxito,1691.0,92.9,17.98,8.0,23.2,88.5,2.85,4.94
400.71,183.12,338.78,6.09,2.34,0.2,11.86,90.36,Brillante,Proveedor C,Éxito,1421.0,93.0,16.92,71.0,17.8,95.92,-0.11,-4.32
335.46,174.22,325.45,12.93,2.69,1.92,2.56,179.5,Mate,Proveedor B,Éxito,1634.0,91.5,18.4,12.0,18.3,87.86,2.52,2.98
302.26,221.74,554.38,11.02,1.04,0.7,8.45,266.28,Mate,Proveedor C,Éxito,1837.0,91.5,15.55,28.0,17.0,89.36,-2.15,2.07
417.19,230.96,453.77,13.38,8.09,2.51,7.71,184.43,Satinado,Proveedor B,Éxito,1494.0,91.7,19.08,21.0,24.1,96.76,3.16,2.42
341.37,160.97,557.85,8.93,8.14,2.38,1.82,59.21,Brillante,Proveedor B,Éxito,1572.0,94.0,17.05,74.0,30.6,91.82,-0.8,3.93
381.69,194.08,244.02,19.52,2.84,1.16,12.74,81.68,Brillante,Proveedor B,Éxito,1286.0,92.7,17.43,30.0,23.5,89.49,-0.65,-4.48
340.6,231.35,273.05,8.07,0.88,1.33,14.38,172.47,Brillante,Proveedor A,Éxito,1378.0,91.5,15.99,64.0,21.5,91.98,-1.58,4.33
455.47,207.38,494.85,19.43,2.26,2.16,14.7,243.73,Satinado,Proveedor B,Éxito,1658.0,91.6,21.67,25.0,16.3,93.98,-2.05,0.89
428.54,159.5,565.38,15.42,3.03,2.04,2.27,254.1,Satinado,Proveedor A,Éxito,1801.0,91.5,16.67,15.0,25.9,91.05,-1.53,2.21
464.56,220.99,243.32,13.18,8.29,2.57,4.95,263.05,Mate,Proveedor A,Éxito,1312.0,90.9,19.93,21.0,29.7,97.71,-1.07,3.13
315.34,184.33,237.18,12.18,4.37,1.8,3.57,239.45,Brillante,Proveedor C,Éxito,1405.0,90.9,14.46,31.0,20.9,93.79,-1.61,-3.82
316.13,246.91,212.11,15.75,1.08,0.77,11.79,252.52,Satinado,Proveedor A,Éxito,1224.0,90.9,17.42,22.0,21.3,93.42,1.3,-1.68
459.0,229.21,329.63,10.34,7.25,1.97,13.94,139.95,Brillante,Proveedor C,Éxito,1553.0,91.8,20.33,40.0,26.0,95.72,4.49,-3.76
437.53,217.11,311.4,19.86,2.87,1.5,3.99,97.93,Brillante,Proveedor A,Éxito,1343.0,92.7,18.35,42.0,21.8,97.57,-4.76,0.03
305.15,118.89,227.18,11.17,6.51,1.13,1.9,265.91,Mate,Proveedor A,Éxito,1274.0,90.7,18.94,19.0,18.8,95.8,-1.63,4.4
447.85,143.46,384.2,14.07,4.56,0.49,6.65,121.47,Mate,Proveedor B,Éxito,1660.0,92.3,21.54,20.0,16.0,88.01,-0.01,-3.41
352.92,107.2,496.14,10.87,3.7,2.91,1.8,286.85,Satinado,Proveedor A,Éxito,1501.0,91.1,16.49,39.0,21.9,89.97,-1.52,2.4
307.67,154.14,257.12,13.67,8.71,2.62,10.17,89.81,Brillante,Proveedor A,Éxito,1547.0,91.8,16.1,34.0,25.0,92.79,-4.72,-4.89
422.6,231.81,358.79,12.46,4.18,0.23,1.44,177.07,Mate,Proveedor B,Éxito,1573.0,91.7,19.02,18.0,22.9,85.61,3.93,4.5
436.68,164.07,539.56,13.89,3.04,1.26,4.34,180.16,Brillante,Proveedor B,Éxito,1629.0,92.1,20.26,15.0,16.4,96.5,-3.05,3.76
321.62,182.28,330.55,10.93,2.11,1.38,1.5,279.41,Mate,Proveedor B,Éxito,1617.0,91.0,17.22,7.0,19.5,93.95,-4.92,2.29
339.67,200.61,242.14,7.45,7.0,1.34,6.72,295.6,Brillante,Proveedor C,Éxito,1436.0,90.8,15.7,15.0,18.4,88.62,-1.18,-3.3
